,q1AgeBeginCoding,q2Age,q3Gender,q4Education,q5DegreeFocus,q6LearnCodeUni,q6LearnCodeSelfTaught,q6LearnCodeAccelTrain,q8JobLevel,q9CurrentRole,q10Industry,q12JobCritPrefTechStack,q12JobCritCompMission,q12JobCritCompCulture,q12JobCritWorkLifeBal,q12JobCritCompensation,q12JobCritProximity,q12JobCritPerks,q12JobCritSmartPeopleTeam,q12JobCritImpactwithProduct,q12JobCritInterestProblems,q12JobCritFundingandValuation,q12JobCritStability,q12JobCritProfGrowth
18427,3,3,0,7,1,1,1,0,4,4,5,0,0,0,1,1,0,0,1,0,1,0,0,0
18429,3,4,0,5,1,1,0,0,2,19,10,0,0,0,0,0,0,0,0,0,0,0,0,1
18431,2,3,0,5,1,1,0,0,4,4,8,1,0,0,1,1,0,0,0,0,0,0,0,0
18433,3,3,0,5,1,0,1,0,4,2,14,0,1,1,0,0,0,0,0,0,0,0,0,1
18435,3,4,0,5,1,1,1,0,4,10,14,0,0,1,0,1,0,0,0,0,0,0,0,1
18437,3,4,0,6,1,1,1,0,5,3,12,0,1,1,0,0,0,0,0,0,1,0,0,0
18439,3,3,0,5,1,1,0,0,2,9,14,0,1,0,1,1,0,1,1,0,0,0,0,0
18441,4,4,1,7,1,0,1,0,5,4,14,0,0,0,1,0,0,0,0,0,1,0,0,1
18443,5,4,0,5,2,0,1,0,5,4,20,0,0,0,0,1,0,0,1,0,1,0,0,0
18444,2,3,0,5,2,1,1,0,4,4,14,0,0,0,1,1,0,0,0,0,0,0,0,1
18449,3,3,0,5,1,1,1,0,5,7,12,0,0,0,0,1,0,0,1,0,0,0,0,1
18450,4,4,0,7,1,1,0,0,5,9,14,1,0,0,1,1,0,0,0,1,0,1,0,1
18451,3,4,1,5,1,0,1,0,4,9,14,0,1,1,1,0,0,0,0,0,1,0,0,1
18452,3,3,0,5,2,1,1,0,4,10,10,0,0,0,0,0,1,1,0,0,1,0,0,0
18454,3,3,0,2,1,1,0,0,4,9,14,1,0,1,1,1,0,1,1,1,1,0,1,1
18455,4,4,0,7,1,0,1,0,5,4,14,0,1,0,1,0,0,0,1,0,1,0,0,0
18457,3,4,0,5,1,1,1,1,4,17,5,1,0,0,1,1,0,1,0,0,1,0,0,1
18459,2,4,0,5,1,1,1,0,10,11,5,0,0,1,0,0,0,0,0,0,1,0,0,1
18460,3,3,0,5,1,1,1,0,4,4,6,1,0,0,0,0,0,0,1,0,1,0,0,0
18461,3,4,0,5,1,1,1,0,5,9,14,0,0,0,1,0,0,0,0,0,1,0,0,1
18464,3,4,0,7,1,1,0,0,5,9,14,0,0,1,1,0,0,0,0,0,1,0,0,1
18467,3,4,0,5,1,1,1,0,4,9,12,1,0,0,0,0,0,0,1,0,1,0,0,0
18468,3,3,0,5,1,0,1,0,2,9,14,0,1,1,1,1,0,1,1,0,0,0,0,1
18473,4,4,0,5,1,0,1,0,5,11,14,1,0,0,0,0,0,0,0,0,1,0,0,1
18475,3,3,0,7,1,0,1,0,4,9,13,0,0,1,0,0,0,0,1,0,0,0,0,1
18477,2,3,0,5,1,0,1,0,5,5,14,0,0,1,0,0,0,0,1,0,1,0,0,0
18478,3,3,0,5,1,0,1,0,4,15,14,0,0,0,1,0,0,0,1,0,0,0,1,0
18480,3,3,0,5,1,1,1,0,4,7,14,1,0,0,0,0,0,0,1,0,1,0,1,1
18481,2,3,1,5,1,0,1,0,5,4,14,0,0,1,0,0,0,1,1,0,0,0,1,1
18483,3,3,0,5,1,1,1,0,4,4,14,0,0,1,1,1,0,0,0,0,0,0,0,1
18486,3,3,0,5,1,1,1,0,10,1,14,0,0,1,1,0,0,0,0,0,0,0,0,1
18487,3,4,0,5,1,1,1,1,5,3,12,1,0,0,1,1,0,1,1,0,0,0,0,0
18489,3,3,0,5,1,1,1,1,2,9,14,1,0,0,1,0,0,0,1,0,0,0,0,1
18491,3,3,0,5,1,0,1,0,5,4,14,1,0,0,1,0,0,0,1,0,1,0,1,0
18492,4,3,0,7,1,1,1,0,4,6,14,0,0,1,0,0,0,0,1,0,1,0,0,0
18494,3,3,0,7,1,0,1,0,2,9,14,0,0,1,0,0,0,0,1,0,1,0,0,0
18495,3,4,0,5,1,0,1,0,4,9,14,1,0,1,0,1,0,0,0,0,0,0,0,1
18496,3,4,0,5,1,1,0,0,6,9,14,0,0,0,1,0,0,0,1,0,0,0,1,0
18497,4,3,0,5,1,0,1,0,4,9,14,0,1,0,0,0,0,0,0,0,1,0,0,1
18505,4,3,0,5,1,0,1,0,4,9,2,0,0,0,1,0,0,0,1,0,1,0,0,0
18506,2,4,0,5,1,1,1,0,4,9,14,0,0,1,0,0,0,0,1,0,0,0,0,1
18509,3,3,0,5,1,1,0,0,5,9,14,1,1,1,1,1,0,0,1,1,1,0,0,1
18511,4,4,0,5,2,1,1,0,5,3,2,1,0,1,1,1,1,1,1,1,1,0,0,0
18514,4,4,0,5,1,1,0,0,5,3,5,0,0,0,1,1,0,0,1,0,1,0,0,0
18515,3,4,0,5,1,1,1,1,5,4,14,1,1,0,1,0,0,0,0,0,1,0,0,1
18518,1,4,0,7,1,1,0,0,5,7,1,0,1,1,1,0,0,0,0,0,0,0,0,0
18520,3,3,0,5,1,1,1,1,5,3,0,1,1,1,1,1,0,1,1,0,0,1,0,1
18528,3,4,0,5,1,1,0,0,5,3,14,0,0,0,0,0,0,0,0,0,0,0,0,1
18530,3,3,0,2,1,0,1,0,4,9,14,0,0,0,0,0,0,0,1,0,0,0,0,0
18533,4,4,0,7,1,0,1,0,5,4,5,1,0,0,1,1,0,0,0,0,0,0,0,1
18537,2,3,0,5,1,1,1,0,4,7,1,0,0,1,1,0,0,0,1,1,1,0,0,1
18541,4,4,0,7,1,1,1,0,8,11,14,0,0,0,0,1,0,0,1,0,0,1,0,0
18543,5,4,0,7,2,0,1,0,7,6,10,1,0,0,0,0,0,0,1,1,1,0,1,1
18544,3,5,0,5,1,1,1,0,7,4,14,1,0,1,1,1,1,1,1,1,1,1,1,1
18545,2,3,0,7,1,1,1,0,4,4,14,0,0,1,1,0,0,0,0,0,0,0,0,1
18548,3,3,0,6,1,1,1,1,5,9,3,1,1,1,0,0,0,1,1,0,1,1,0,0
18549,3,4,0,5,1,1,1,0,5,4,14,0,0,1,0,1,0,0,0,0,1,0,0,0
18551,3,3,0,5,1,0,1,0,4,9,14,1,0,1,1,0,0,0,0,0,0,0,0,0
18553,4,3,0,5,2,0,1,0,5,4,14,0,0,1,1,0,0,0,1,0,1,0,0,1
18554,2,4,0,5,1,1,1,0,4,13,12,0,0,0,1,1,0,0,0,1,0,0,0,0
18555,4,4,0,5,1,0,1,0,5,10,5,0,0,0,0,1,0,0,1,0,1,0,0,0
18558,3,3,0,5,1,0,1,0,4,1,14,0,0,0,0,0,0,0,0,0,0,0,0,1
18560,3,4,0,5,1,1,0,0,5,11,14,1,0,0,0,0,0,0,1,0,0,0,0,1
18561,3,3,1,5,1,1,0,0,4,9,14,0,0,0,1,1,0,0,0,0,0,0,0,1
18562,3,3,0,5,2,1,1,0,4,3,14,0,0,1,1,1,1,0,1,0,0,0,1,1
18568,2,3,0,5,1,1,1,1,5,4,4,1,1,0,1,0,0,0,1,0,0,0,0,0
18571,2,3,0,5,1,0,1,0,5,3,14,0,0,0,0,0,0,0,1,0,1,0,0,1
18572,3,4,0,5,2,1,1,1,5,9,5,0,0,1,1,0,0,0,0,0,0,0,0,1
18574,3,4,0,5,1,0,1,0,5,4,14,1,0,0,1,0,0,0,1,0,0,0,0,0
18577,4,5,0,7,2,0,1,0,6,9,14,0,0,0,1,1,1,0,0,0,0,0,0,0
18581,4,5,0,5,1,1,0,0,5,4,14,0,0,0,1,1,0,0,0,0,1,0,0,0
18583,3,3,0,3,2,0,1,0,4,10,3,1,0,0,1,0,0,0,0,0,1,0,0,0
18586,3,4,0,5,1,1,1,1,5,4,5,1,0,0,1,1,0,0,0,0,0,0,0,1
18587,4,3,0,5,1,1,0,0,7,11,14,1,0,1,1,0,0,0,0,0,0,0,0,0
18589,4,4,1,5,2,0,0,0,4,10,14,1,1,1,1,1,0,1,1,1,1,0,1,1
18590,4,3,0,5,1,0,0,1,4,4,14,0,0,0,0,0,0,0,1,0,1,0,0,1
18591,3,3,0,5,1,1,0,0,4,1,5,1,0,0,1,0,0,0,1,0,0,0,0,0
18595,3,3,1,5,2,1,1,0,4,10,14,0,0,0,1,0,0,0,1,0,0,0,0,1
18596,2,4,0,7,1,1,1,0,5,4,8,1,1,1,1,1,0,0,1,1,1,0,0,1
18597,4,5,0,5,1,1,0,0,8,11,10,0,0,1,0,0,0,0,0,0,1,0,0,1
18599,3,3,1,5,1,1,1,0,4,3,14,0,0,1,0,0,0,0,1,0,1,0,0,0
18600,4,4,0,5,1,1,0,0,4,9,14,0,0,1,1,1,0,1,1,0,0,0,0,1
18602,4,4,0,6,1,1,0,0,5,9,16,1,0,0,1,0,0,1,1,1,0,0,0,1
18603,3,3,0,5,1,0,1,0,4,9,14,0,0,1,1,0,0,0,0,0,0,0,0,1
18606,3,4,0,7,1,1,1,0,6,11,12,0,1,0,1,1,0,1,1,1,0,1,1,1
18608,4,3,1,5,2,1,0,0,8,9,14,0,0,0,0,0,0,0,0,0,1,0,0,0
18609,3,3,1,5,1,1,0,0,4,9,14,0,0,0,0,0,0,0,0,0,1,0,0,0
18612,3,4,0,7,1,0,1,0,7,8,14,0,0,0,1,1,0,0,0,0,0,0,0,1
18613,3,3,0,5,1,1,1,0,4,9,16,0,0,0,0,1,0,0,0,0,1,0,0,1
18616,2,3,1,5,1,1,0,0,4,4,8,1,0,0,1,1,0,0,0,0,0,0,0,0
18617,3,4,0,5,1,1,1,0,8,4,13,0,0,1,1,1,0,0,0,0,0,0,0,0
18618,2,3,1,6,1,1,1,0,4,3,5,1,1,1,0,0,0,0,1,0,1,0,0,1
18620,3,3,1,5,1,0,1,0,5,1,14,1,0,0,1,0,0,0,0,0,0,0,0,1
18621,3,4,0,7,1,1,1,0,5,9,16,0,0,1,1,0,0,0,1,0,1,0,0,0
18622,3,3,0,3,1,1,0,0,5,1,3,0,0,0,0,0,0,0,1,0,1,0,0,1
18623,4,4,0,5,1,0,1,0,5,9,6,0,0,1,0,0,0,0,1,1,1,0,0,1
18626,3,3,1,7,1,1,1,0,4,3,14,0,1,1,0,0,0,0,0,0,0,0,0,1
18628,4,4,0,7,1,1,1,0,5,4,12,0,1,0,1,1,0,0,1,0,0,0,0,1
18629,4,4,0,5,2,1,0,0,5,9,14,1,1,1,1,0,0,0,0,0,0,0,1,1
18633,4,4,1,6,1,0,1,1,4,10,14,0,0,1,0,0,0,0,0,0,1,0,0,1
18636,3,3,0,5,1,1,1,0,4,4,15,0,0,1,0,1,0,0,1,0,0,0,0,0
18637,3,4,0,5,1,1,0,0,5,7,14,0,0,0,1,0,0,0,1,0,0,0,0,1
18639,2,3,0,5,1,1,0,0,4,4,14,0,0,1,1,0,0,0,0,0,0,0,0,1
18640,4,3,1,7,1,1,1,1,4,7,14,0,0,0,1,0,0,0,1,0,0,0,0,1
18641,3,4,1,7,2,1,0,0,4,3,14,0,0,0,1,1,0,0,0,0,0,0,0,1
18643,4,5,0,5,1,1,1,0,8,11,14,0,0,0,0,0,0,0,1,1,0,0,0,1
18645,3,3,0,5,1,1,0,0,4,7,14,1,0,0,1,0,0,0,0,0,0,0,0,1
18646,3,3,1,5,1,0,1,0,2,5,14,0,0,0,1,1,0,0,1,0,0,0,0,0
18648,4,4,1,5,2,1,0,0,5,9,14,1,0,0,1,1,0,0,0,0,0,0,0,0
18650,2,3,0,5,1,1,1,0,4,1,14,0,0,0,0,0,0,0,1,0,1,0,0,1
18653,3,4,0,5,1,0,1,0,5,8,12,1,0,1,1,1,0,0,0,1,0,0,1,1
18656,3,3,0,5,1,0,1,0,4,9,14,0,0,1,1,0,0,0,1,0,1,0,0,0
18657,2,4,0,5,1,1,1,0,5,4,14,0,0,0,1,0,0,0,1,1,0,0,0,1
18658,2,3,0,5,2,1,1,0,5,4,14,0,0,0,0,1,0,0,1,0,1,0,0,0
18667,3,3,0,5,1,1,1,0,5,9,7,0,0,0,0,0,0,0,0,0,1,0,0,1
18668,2,3,0,6,1,1,1,0,4,4,14,1,0,1,1,0,0,1,0,0,1,1,0,0
18670,4,4,0,5,1,0,1,0,4,3,2,0,0,0,1,0,0,0,1,0,1,0,0,0
18673,3,3,1,5,1,1,0,0,4,9,2,0,0,0,1,0,0,0,1,0,1,0,0,0
18676,3,3,0,5,1,1,1,0,4,9,8,0,0,1,0,1,0,0,1,0,0,0,0,0
18681,3,4,0,7,1,1,1,0,6,6,2,1,1,1,1,1,0,0,1,0,1,1,1,1
18683,3,4,0,5,2,1,0,0,7,11,14,0,0,0,0,1,0,0,1,0,0,0,0,1
18684,3,4,0,5,1,1,1,0,5,9,14,1,0,0,0,0,0,0,0,1,1,0,0,0
18686,4,3,0,5,2,1,1,0,4,3,4,0,0,1,1,0,0,0,0,0,1,0,0,1
18687,3,3,0,5,1,1,1,0,4,3,14,1,1,1,1,1,0,0,0,0,1,0,0,1
18688,4,4,0,5,2,0,1,0,5,4,4,0,0,0,1,1,0,0,1,0,0,0,0,0
18689,3,3,0,7,1,0,1,0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,1
18693,3,4,0,5,1,1,0,0,5,7,14,1,0,0,1,1,0,0,0,0,0,0,0,0
18696,3,3,0,5,1,0,1,0,5,3,12,1,0,1,1,0,0,1,1,0,1,0,0,1
18699,4,3,1,5,1,0,1,0,2,19,14,0,0,0,0,1,0,0,0,1,0,0,0,1
18701,3,3,1,5,1,1,1,0,4,9,13,0,0,0,1,0,0,0,0,0,0,0,1,1
18702,2,3,0,5,1,1,0,0,4,9,14,0,0,1,1,0,0,0,0,0,0,0,0,1
18704,4,5,0,5,1,1,0,0,6,11,14,1,0,1,1,1,1,0,0,0,0,0,0,0
18711,4,3,0,7,1,0,1,0,4,3,12,0,1,1,1,1,0,0,1,0,1,0,1,1
18712,3,3,1,5,2,1,0,0,2,9,14,1,0,0,0,0,0,0,0,0,1,0,0,1
18714,4,4,0,7,1,1,0,0,4,10,14,0,0,1,1,1,0,0,0,0,0,0,0,0
18715,3,3,1,3,1,1,1,0,4,9,12,0,0,1,1,0,0,0,1,1,1,0,1,1
18716,3,3,1,7,1,1,1,0,8,9,3,0,0,0,1,0,0,0,1,0,1,0,0,1
18721,4,4,0,5,2,0,1,0,4,9,5,0,0,0,1,0,0,0,1,0,0,0,0,1
18725,4,4,0,5,1,1,0,0,5,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1
18726,3,4,0,7,1,1,0,0,5,9,14,0,0,1,1,0,0,0,0,0,0,0,0,1
18728,3,3,1,6,1,0,1,0,10,3,14,0,0,0,0,0,0,0,1,1,0,0,0,1
18729,4,4,0,5,1,1,0,0,6,4,5,1,0,1,0,1,0,0,0,0,0,0,0,0
18730,2,3,0,3,1,1,0,0,4,9,14,0,1,0,1,0,0,0,1,0,0,0,0,0
18734,3,4,0,5,1,0,1,0,5,2,14,1,0,0,0,1,0,0,0,0,1,0,0,0
18735,2,3,1,5,1,1,0,0,4,1,14,0,1,0,0,0,0,0,0,0,1,0,0,1
18738,3,3,0,5,1,1,1,0,4,1,14,1,0,0,0,0,0,0,1,0,1,0,0,0
18739,3,3,0,6,1,1,0,0,4,9,13,0,1,1,1,1,0,0,0,1,1,0,0,1
18740,4,3,1,5,1,0,0,1,4,2,2,1,0,1,0,0,0,0,0,0,0,0,0,1
18741,4,3,0,5,1,1,1,0,4,5,10,1,0,1,1,0,0,0,0,1,1,0,0,0
18742,3,3,0,5,1,1,1,0,4,9,14,0,0,1,1,0,0,1,1,0,1,0,1,0
18743,3,4,0,7,1,0,1,0,5,3,2,0,1,0,0,0,0,0,0,1,0,1,0,0
18745,2,3,0,5,1,1,1,1,4,3,14,1,1,0,0,1,0,0,1,0,1,1,0,1
18750,3,4,0,5,1,1,1,0,5,9,14,1,0,1,0,0,0,0,1,0,1,0,0,1
18754,4,4,0,5,1,1,0,0,5,3,5,1,0,1,1,1,1,0,1,1,1,0,0,1
18755,2,3,0,7,1,1,1,0,5,7,14,0,1,0,0,0,0,0,0,0,1,0,0,0
18759,3,4,0,5,1,0,1,0,5,4,11,0,0,0,1,0,0,0,0,1,1,0,0,0
18760,4,4,0,5,2,0,1,1,5,3,14,0,1,0,0,0,0,0,1,0,0,1,0,0
18763,3,3,0,7,1,1,1,1,4,9,14,0,0,0,0,1,0,0,0,0,0,0,1,1
18765,4,4,0,5,1,1,0,0,5,9,2,0,0,0,0,1,0,0,1,0,1,0,0,1
18767,3,4,1,5,1,1,0,0,5,7,5,0,0,1,1,0,0,0,1,0,0,0,0,0
18772,4,3,1,5,2,0,1,0,4,1,8,0,0,1,0,1,0,0,1,0,0,0,0,0
18774,3,4,0,5,1,1,1,0,4,7,5,1,0,0,0,0,0,0,0,0,1,0,0,1
18775,2,3,0,5,1,1,1,0,2,9,14,1,1,1,1,1,0,1,1,1,1,1,1,1
18777,4,4,0,5,1,1,0,0,5,4,12,0,0,0,0,1,0,0,0,0,0,0,1,1
18778,2,4,1,5,2,1,1,0,4,4,14,1,0,1,0,0,0,0,0,0,0,0,0,1
18779,2,3,0,5,1,1,1,0,4,3,5,0,1,1,0,1,0,0,0,1,1,0,0,1
18782,3,3,0,7,1,1,0,0,4,9,12,0,0,0,0,1,0,0,1,0,0,0,0,1
18783,3,3,0,5,1,0,1,0,4,9,14,0,0,0,1,0,0,0,0,0,1,0,0,1
18785,3,4,0,5,1,1,0,0,5,4,12,0,0,0,0,1,0,0,1,1,1,1,0,0
18789,3,4,0,5,1,1,1,0,5,4,8,0,0,1,1,0,0,0,1,0,0,0,0,0
18790,3,3,0,5,1,1,1,0,4,3,14,0,1,0,1,1,0,0,0,0,0,0,0,0
18792,3,3,0,5,1,1,1,0,4,1,14,0,0,1,0,0,0,0,0,0,1,0,0,1
18794,4,4,1,5,2,0,0,1,5,9,10,0,0,0,1,0,0,1,0,0,0,0,0,1
18795,4,4,0,5,1,0,1,0,5,4,14,0,0,0,1,1,0,0,1,0,0,0,0,1
18796,3,3,0,5,2,0,1,0,4,3,14,0,0,0,0,1,0,0,1,0,1,0,0,0
18797,3,4,0,5,2,0,1,0,5,4,2,0,0,0,0,1,0,0,1,1,1,1,1,1
18799,3,3,0,5,1,0,0,0,2,2,5,0,0,0,1,1,0,1,0,0,0,0,0,0
18800,4,4,1,7,1,1,1,0,4,4,14,0,0,1,1,1,0,0,0,0,0,0,0,0
18804,4,3,0,5,2,1,1,0,4,5,12,0,0,1,1,1,0,0,0,0,0,0,0,0
18805,3,8,0,5,1,0,1,0,5,7,3,0,0,0,0,0,0,0,1,0,0,0,0,0
18809,2,3,1,6,1,1,1,1,4,4,5,0,0,1,0,1,0,0,0,0,0,0,0,1
18810,4,4,1,5,1,1,1,0,5,3,14,0,0,1,1,1,0,0,0,0,0,0,0,1
18811,3,4,0,5,1,0,1,0,4,9,14,1,0,0,1,1,0,0,0,0,0,0,0,1
18814,4,4,1,2,2,0,1,0,5,7,6,1,0,1,0,0,0,0,1,0,1,1,0,1
18815,3,3,1,5,1,1,1,0,2,8,8,1,0,1,1,1,0,1,1,0,1,0,0,1
18821,4,4,0,7,1,1,0,0,4,9,9,0,0,0,1,0,0,0,0,0,0,0,0,0
18826,3,3,0,5,1,1,1,0,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0,1
18829,2,3,0,5,1,0,0,0,10,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1
18830,3,4,0,7,1,1,1,0,5,6,0,1,0,0,1,0,0,0,0,0,0,0,0,1
18832,4,4,0,5,1,1,1,0,5,3,14,1,0,0,0,0,0,0,1,0,0,0,0,1
18835,3,4,0,5,2,1,0,0,5,1,14,0,1,1,0,0,0,0,0,0,0,0,0,1
18836,4,3,0,5,2,1,1,0,5,3,14,0,0,1,1,0,0,0,0,1,1,0,1,1
18840,3,4,0,7,1,1,0,0,4,4,5,1,0,0,1,0,0,0,1,0,0,0,0,0
18841,4,4,0,5,2,0,1,0,2,16,3,0,0,0,1,0,0,0,0,0,1,0,0,1
18847,2,3,0,5,1,1,1,0,2,9,5,1,0,1,0,0,0,0,1,0,0,0,0,0
18850,4,4,0,5,1,0,1,0,4,9,14,1,0,0,0,0,0,0,0,0,0,0,0,0
18852,4,4,0,5,1,0,1,0,5,10,14,0,1,1,0,1,0,0,0,0,0,0,0,0
18853,2,4,0,5,2,1,1,0,5,7,0,1,1,1,1,0,1,0,1,1,0,1,0,1
18854,3,3,0,5,1,1,1,0,5,3,5,0,0,0,1,0,0,1,0,0,1,0,0,1
18856,3,3,0,5,1,1,0,0,4,3,14,0,0,1,1,0,0,0,1,0,0,0,0,0
18857,3,4,0,7,1,0,1,0,5,4,14,0,0,1,0,0,0,0,1,0,0,0,0,1
18860,4,3,1,5,1,0,1,0,4,1,4,1,1,0,0,0,0,0,0,0,0,0,0,1
18862,3,4,0,5,1,0,1,0,5,1,8,0,0,1,1,0,0,0,0,0,0,0,0,1
18863,3,4,0,5,1,1,1,0,6,11,5,0,0,1,0,1,0,0,1,0,0,0,0,0
18864,3,3,0,5,1,1,1,0,4,4,14,1,0,1,1,1,0,0,1,0,1,0,0,0
18865,4,4,0,5,1,1,1,0,5,10,5,1,0,0,0,0,0,0,0,0,0,0,1,1
18870,3,3,0,3,1,1,1,0,4,9,14,0,1,0,0,0,0,0,1,0,1,0,0,0
18872,3,5,0,5,1,1,1,0,5,9,4,0,0,1,1,1,0,0,0,0,0,0,1,1
18877,4,4,1,7,1,1,1,0,4,9,14,0,0,0,1,0,0,0,0,1,1,0,0,0
18881,4,4,0,7,2,1,1,0,4,3,2,0,0,0,1,0,0,0,1,0,1,0,0,0
18882,4,3,0,7,1,1,0,0,5,2,14,0,0,0,1,0,0,0,0,0,1,0,0,1
18885,4,4,0,5,2,0,1,0,5,4,5,0,0,1,0,1,0,0,0,0,1,0,0,0
18889,3,3,0,5,2,1,0,0,4,9,14,0,0,0,1,0,0,0,1,0,1,0,0,1
18890,4,4,0,5,1,1,1,0,5,9,10,0,0,0,0,1,0,0,1,0,1,0,0,1
18895,3,3,0,5,1,1,1,0,2,9,14,0,0,0,1,0,0,0,0,1,0,1,0,0
18909,3,3,1,5,2,1,0,0,4,10,2,0,0,0,1,0,1,0,0,0,0,0,0,1
18919,3,4,0,5,2,1,0,0,4,3,5,0,0,0,1,0,0,0,1,0,1,0,0,1
18920,4,4,0,7,2,0,0,1,4,3,8,0,0,1,0,0,0,1,1,0,0,0,0,1
18922,3,3,0,5,1,1,1,0,4,9,14,0,0,0,0,1,0,0,0,1,0,0,0,1
18925,4,4,0,7,1,1,1,0,6,4,14,1,0,0,1,1,0,0,0,0,0,0,0,0
18927,3,3,0,5,1,0,1,0,4,7,14,1,1,0,0,0,0,0,0,0,0,0,0,1
18928,2,3,0,5,2,1,1,0,4,5,12,1,1,1,0,0,0,0,0,1,1,0,0,1
18932,3,3,0,5,1,1,1,0,2,9,8,0,0,0,0,1,0,0,1,0,1,0,0,0
18933,2,3,0,5,2,1,1,0,4,4,5,0,0,0,1,1,0,0,1,0,0,0,0,0
18936,4,4,0,6,1,1,1,0,5,3,16,0,0,1,1,1,0,0,0,0,0,0,0,0
18939,3,3,0,5,1,0,1,0,4,4,14,0,0,1,1,0,0,0,0,0,1,0,0,0
18943,3,5,0,5,1,0,1,0,5,17,14,1,0,0,1,1,0,0,0,0,0,0,0,0
18944,3,3,0,5,1,1,0,0,4,4,14,0,0,0,0,0,0,0,1,0,1,0,0,1
18945,3,3,0,3,1,1,1,0,4,4,14,0,0,1,0,0,0,0,0,0,1,0,0,1
18951,4,4,0,5,1,1,0,0,5,4,14,0,0,0,0,1,0,0,0,0,1,0,0,1
18953,3,4,0,5,1,1,1,0,5,4,5,0,0,1,1,1,0,1,1,1,0,0,0,0
18956,3,3,0,6,1,1,0,0,2,9,13,0,0,0,0,0,0,0,1,0,1,0,0,1
18957,4,4,0,5,1,0,1,0,5,4,14,0,1,0,0,0,0,0,0,1,1,0,0,0
18960,2,4,0,5,2,1,1,1,6,17,20,1,0,0,0,0,0,0,0,1,0,0,0,1
18961,4,4,0,5,1,1,1,0,5,4,14,0,0,0,1,1,0,0,0,0,1,0,0,1
18965,3,4,0,5,2,1,1,0,5,9,16,1,0,1,1,0,1,0,1,1,1,0,0,1
18966,3,3,0,5,1,0,1,0,4,9,14,0,0,0,0,1,0,0,0,0,1,0,0,1
18970,3,4,0,5,1,1,1,0,5,4,8,0,0,0,1,1,0,0,1,0,0,0,0,0
18985,2,3,0,5,1,1,1,0,5,9,14,1,0,0,0,0,0,0,0,0,0,0,1,1
18988,2,3,0,5,2,0,1,0,4,9,2,0,0,0,0,0,0,0,0,1,1,0,0,1
18989,2,3,0,5,2,0,1,0,4,4,14,0,0,1,1,0,0,0,0,0,0,0,0,1
18990,3,3,0,5,1,1,1,0,2,10,14,0,0,0,1,0,0,0,0,0,0,0,1,1
18993,3,4,0,5,1,1,1,0,4,9,14,0,0,0,1,0,0,0,0,0,1,0,0,1
18995,3,4,1,6,1,1,0,0,5,9,14,0,0,0,0,1,0,0,1,0,1,0,0,0
18999,6,4,0,5,2,0,1,0,5,4,10,1,0,1,1,0,1,0,1,0,1,0,0,1
19000,2,3,0,5,2,1,1,0,4,9,14,1,0,0,1,0,0,0,1,0,1,0,1,1
19005,3,3,0,5,1,1,0,0,5,4,14,1,1,1,1,1,0,0,1,0,1,0,0,1
19006,3,3,0,5,1,1,1,0,4,7,18,0,0,1,0,0,0,0,1,0,0,0,0,0
19008,4,3,0,5,1,1,1,0,4,6,14,1,1,0,0,0,0,0,0,0,0,0,0,1
19010,4,3,0,5,1,0,1,0,2,9,14,0,0,0,1,1,0,0,0,0,1,0,0,0
19012,3,3,0,6,1,1,1,0,4,4,4,0,1,0,0,0,0,0,0,0,1,0,1,0
19013,6,5,0,7,1,0,1,0,5,9,14,0,1,1,1,1,0,0,1,0,1,0,1,1
19016,3,3,0,5,1,0,1,0,4,2,14,0,0,1,0,1,0,1,1,1,1,1,0,0
19017,3,3,1,5,1,1,1,0,4,9,16,1,1,1,1,1,0,1,1,1,1,1,0,1
19021,3,3,0,3,1,1,0,0,4,1,14,0,1,0,0,0,0,0,1,0,0,0,0,1
19022,3,3,0,5,1,1,1,0,4,9,12,1,0,0,0,0,0,0,1,1,0,0,0,0
19023,4,4,1,7,1,1,0,0,5,3,12,1,0,1,1,1,1,1,1,0,1,0,0,1
19024,3,3,0,5,1,1,1,0,5,4,14,0,0,1,0,0,0,0,1,1,0,0,0,1
19033,3,3,0,5,1,1,1,0,4,9,14,0,0,1,1,1,1,1,1,1,1,0,0,1
19034,3,3,0,7,1,0,0,1,4,9,3,0,0,0,1,0,0,0,0,0,0,0,0,1
19035,3,3,1,5,1,1,1,0,4,4,0,0,0,1,1,1,0,0,1,0,1,0,0,1
19040,2,3,0,7,1,0,1,0,8,3,14,0,0,0,1,0,0,0,1,0,0,0,0,1
19041,3,3,0,5,2,1,0,0,2,3,12,0,0,0,1,0,0,0,0,0,1,0,0,1
19048,3,4,0,5,1,1,1,0,4,3,9,0,0,0,1,1,0,0,1,0,0,0,0,0
19054,3,3,0,5,1,1,0,0,5,9,14,0,1,1,1,0,0,0,0,0,0,0,0,0
19056,4,4,0,5,1,1,1,0,5,9,5,1,0,1,1,0,0,0,0,0,0,0,0,1
19057,3,3,0,7,1,0,1,0,5,9,2,0,0,0,1,0,0,0,0,0,0,0,0,0
19059,3,3,0,5,1,1,1,0,4,4,0,1,0,1,1,0,0,0,1,0,1,0,0,1
19061,3,3,0,5,1,1,1,0,4,4,15,0,1,1,1,1,0,0,1,0,1,0,0,1
